Medicine_ID,Medicine_Name,Generic_Name,Manufacturer,Medicine_Category,Dosage_Form,Strength,Pack_Size,Batch_Number,Manufacturing_Date,Expiry_Date,Days_to_Expiry,Initial_Quantity,Current_Stock,Quantity_Sold,Quantity_Wasted,Unit_Price,Stock_Value,Potential_Loss,Supplier,Storage_Location,Expiry_Status,Stock_Status
MED-0475,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,20mg,14s,BN84714,2025-08-06,2027-05-18,274,867,576,291,0,36.75,21168,0,PharmaLink Distribution,Narcotics Safe,Safe,Overstocked
MED-0476,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,500mg,14s,BN97194,2025-12-07,2027-03-02,197,911,189,722,0,47.87,9047.43,0,OmniPharma Ltd.,Shelf B-1,Safe,Optimal
MED-0477,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,12s,BN56179,2026-12-18,2028-06-01,654,965,385,580,0,36.52,14060.2,0,BioCare Logistics,Narcotics Safe,Safe,Optimal
MED-0478,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN59160,2026-01-31,2027-08-03,351,563,234,329,0,81.69,19115.46,0,PharmaLink Distribution,Narcotics Safe,Safe,Optimal
MED-0479,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,20s,BN77844,2025-09-21,2026-09-24,38,407,76,331,0,20.22,1536.72,1536.72,Apex Global Health,Shelf A-1,Near Expiry (31-90 Days),Optimal
MED-0480,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,150ml,BN22358,2025-03-02,2026-05-20,-89,241,43,198,43,32.78,1409.54,1409.54,OmniPharma Ltd.,Cold Storage 1,Expired,Optimal
MED-0481,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN22046,2027-03-02,2028-06-20,673,851,84,767,0,62.2,5224.8,0,BioCare Logistics,Narcotics Safe,Safe,Low Stock
MED-0482,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,300ml,BN14898,2026-12-16,2028-06-28,681,180,19,161,0,78.55,1492.45,0,Apex Global Health,Cold Storage 2,Safe,Low Stock
MED-0483,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,10mg,30s,BN39716,2027-07-20,2028-07-24,707,749,396,353,0,6.97,2760.12,0,OmniPharma Ltd.,Shelf A-1,Safe,Optimal
MED-0484,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN75850,2026-03-27,2027-04-21,247,789,407,382,0,82.61,33622.27,0,OmniPharma Ltd.,Shelf C-1,Safe,Optimal
MED-0485,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN66614,2026-10-10,2027-12-24,494,235,91,144,0,9.31,847.21,0,OmniPharma Ltd.,Narcotics Safe,Safe,Optimal
MED-0486,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,100s,BN21151,2026-02-11,2028-02-03,535,233,39,194,0,42.18,1645.02,0,Medix Wholesale,Shelf B-2,Safe,Optimal
MED-0487,Singulair,Montelukast,Organon,Respiratory,Tablet,10mg,28s,BN83553,2026-12-31,2028-05-05,627,348,41,307,0,24.47,1003.27,0,BioCare Logistics,Shelf B-1,Safe,Low Stock
MED-0488,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN98047,2026-05-31,2027-11-25,465,295,87,208,0,30.92,2690.04,0,PharmaLink Distribution,Shelf B-1,Safe,Optimal
MED-0489,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,48s,BN91681,2025-04-25,2026-08-22,5,304,115,189,0,15.37,1767.55,1767.55,PharmaLink Distribution,Shelf A-1,Critical (<30 Days),Optimal
MED-0490,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,250mg,20s,BN47707,2025-06-19,2026-08-14,-3,412,125,287,125,41.37,5171.25,5171.25,Apex Global Health,Shelf A-2,Expired,Optimal
MED-0491,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,10s,BN81620,2025-10-31,2027-08-07,355,594,323,271,0,62.72,20258.56,0,Medix Wholesale,Narcotics Safe,Safe,Optimal
MED-0492,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,300ml,BN86415,2027-04-17,2028-05-08,630,361,92,269,0,7.46,686.32,0,Medix Wholesale,Cold Storage 2,Safe,Optimal
MED-0493,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,20s,BN18729,2025-09-15,2027-08-20,368,972,680,292,0,32.22,21909.6,0,PharmaLink Distribution,Shelf A-1,Safe,Overstocked
MED-0494,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,100mg,30s,BN59899,2025-09-17,2027-02-25,192,596,448,148,0,51.76,23188.48,0,PharmaLink Distribution,Shelf A-2,Safe,Overstocked
MED-0495,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,40mg,14s,BN15210,2025-05-20,2026-10-23,67,441,145,296,0,34.96,5069.2,5069.2,Medix Wholesale,Shelf A-1,Near Expiry (31-90 Days),Optimal
MED-0496,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,2%,100g,BN91950,2026-11-23,2028-04-12,604,931,68,863,0,54.13,3680.84,0,BioCare Logistics,Shelf A-1,Safe,Low Stock
MED-0497,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,500mg,10s,BN29884,2026-01-21,2027-12-23,493,240,27,213,0,62.72,1693.44,0,OmniPharma Ltd.,Narcotics Safe,Safe,Low Stock
MED-0498,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN41504,2026-08-20,2028-01-26,527,719,342,377,0,39.56,13529.52,0,Medix Wholesale,Shelf A-2,Safe,Optimal
MED-0499,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN28102,2027-02-26,2028-05-05,627,540,399,141,0,14.48,5777.52,0,OmniPharma Ltd.,Shelf A-2,Safe,Overstocked
MED-0500,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN34134,2026-03-30,2027-04-14,240,883,331,552,0,75.11,24861.41,0,BioCare Logistics,Shelf B-2,Safe,Optimal
MED-0501,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,100mg,30s,BN29917,2025-12-28,2027-03-05,200,289,11,278,0,65.4,719.4,0,OmniPharma Ltd.,Shelf C-1,Safe,Low Stock
MED-0502,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,625mg,14s,BN40266,2026-10-09,2027-11-18,458,804,493,311,0,13.56,6685.08,0,OmniPharma Ltd.,Shelf B-2,Safe,Overstocked
MED-0503,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,150ml,BN60785,2026-01-12,2027-04-05,231,297,62,235,0,5.16,319.92,0,PharmaLink Distribution,Cold Storage 2,Safe,Optimal
MED-0504,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,5mg,30s,BN36812,2024-07-30,2026-06-10,-68,601,186,415,186,29.3,5449.8,5449.8,BioCare Logistics,Shelf A-2,Expired,Optimal
MED-0505,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,10mg,30s,BN89682,2026-07-03,2027-12-10,480,503,318,185,0,79.98,25433.64,0,OmniPharma Ltd.,Shelf C-1,Safe,Overstocked
MED-0506,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,10s,BN69193,2025-08-26,2026-12-29,134,631,280,351,0,35.14,9839.2,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0507,Singulair,Montelukast,Organon,Respiratory,Tablet,10mg,28s,BN34884,2026-07-26,2027-12-28,498,892,297,595,0,40.56,12046.32,0,BioCare Logistics,Shelf B-1,Safe,Optimal
MED-0508,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN70762,2027-01-06,2028-02-21,553,839,517,322,0,11.84,6121.28,0,OmniPharma Ltd.,Narcotics Safe,Safe,Overstocked
MED-0509,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,14s,BN64206,2025-09-11,2026-12-11,116,564,307,257,0,76.47,23476.29,0,Medix Wholesale,Shelf B-2,Safe,Optimal
MED-0510,Glucophage,Metformin,Merck,Antidiabetic,Tablet,850mg,100s,BN95010,2026-02-28,2027-05-02,258,193,34,159,0,60.76,2065.84,0,Apex Global Health,Shelf A-1,Safe,Optimal
MED-0511,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,10mg,30s,BN59634,2025-10-04,2026-12-30,135,443,294,149,0,74.38,21867.72,0,Medix Wholesale,Shelf A-2,Safe,Overstocked
MED-0512,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN64995,2026-09-21,2028-02-15,547,741,190,551,0,12.2,2318,0,Medix Wholesale,Shelf A-2,Safe,Optimal
MED-0513,Lipitor,Atorvastatin,Pfizer,Cardiovascular,Tablet,40mg,90s,BN11600,2026-07-06,2028-04-09,601,926,10,916,0,52.66,526.6,0,BioCare Logistics,Shelf A-2,Safe,Low Stock
MED-0514,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,40mg,28s,BN63759,2026-09-20,2028-07-23,706,106,36,70,0,75.28,2710.08,0,Apex Global Health,Shelf C-1,Safe,Optimal
MED-0515,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN34227,2025-05-14,2026-11-08,83,137,29,108,0,72.94,2115.26,2115.26,OmniPharma Ltd.,Shelf C-1,Near Expiry (31-90 Days),Optimal
MED-0516,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,100mg,30s,BN16426,2025-06-18,2026-09-08,22,788,165,623,0,52.91,8730.15,8730.15,OmniPharma Ltd.,Shelf C-1,Critical (<30 Days),Optimal
MED-0517,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,14s,BN85886,2025-11-05,2026-12-22,127,886,311,575,0,29.13,9059.43,0,BioCare Logistics,Shelf A-1,Safe,Optimal
MED-0518,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,20mg,30s,BN48382,2025-03-30,2027-03-20,215,980,286,694,0,29.66,8482.76,0,BioCare Logistics,Shelf C-1,Safe,Optimal
MED-0519,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,20mg,14s,BN24326,2027-03-28,2028-05-10,632,595,375,220,0,59.31,22241.25,0,Apex Global Health,Shelf B-2,Safe,Overstocked
MED-0520,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN78864,2027-02-16,2028-08-15,729,232,162,70,0,48.92,7925.04,0,OmniPharma Ltd.,Narcotics Safe,Safe,Overstocked
MED-0521,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,100mg,28s,BN33580,2025-07-15,2027-07-12,329,397,104,293,0,2.63,273.52,0,PharmaLink Distribution,Shelf B-2,Safe,Optimal
MED-0522,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN90649,2026-12-21,2028-01-13,514,441,184,257,0,48.73,8966.32,0,Medix Wholesale,Shelf A-1,Safe,Optimal
MED-0523,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN43347,2026-04-27,2027-09-27,406,618,286,332,0,29.22,8356.92,0,PharmaLink Distribution,Shelf A-1,Safe,Optimal
MED-0524,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,12s,BN61910,2027-07-25,2028-08-07,721,952,184,768,0,18.51,3405.84,0,Apex Global Health,Narcotics Safe,Safe,Optimal
MED-0525,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN94626,2024-10-19,2026-09-05,19,571,294,277,0,76.41,22464.54,22464.54,BioCare Logistics,Shelf B-2,Critical (<30 Days),Optimal
MED-0526,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,100s,BN82768,2025-08-26,2027-06-17,304,801,344,457,0,68.46,23550.24,0,Apex Global Health,Shelf A-1,Safe,Optimal
MED-0527,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN54453,2027-02-22,2028-05-16,638,684,403,281,0,17.96,7237.88,0,PharmaLink Distribution,Shelf B-1,Safe,Optimal
MED-0528,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,150ml,BN45585,2026-12-08,2028-04-07,599,480,236,244,0,70.93,16739.48,0,Apex Global Health,Cold Storage 1,Safe,Optimal
MED-0529,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,10mg,30s,BN24710,2025-09-12,2026-12-24,129,194,118,76,0,44.24,5220.32,0,BioCare Logistics,Shelf C-1,Safe,Overstocked
MED-0530,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,100s,BN73369,2026-11-29,2028-05-05,627,894,340,554,0,14.32,4868.8,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0531,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN14791,2027-03-06,2028-05-03,625,104,44,60,0,79.42,3494.48,0,OmniPharma Ltd.,Shelf A-1,Safe,Optimal
MED-0532,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN23513,2026-09-20,2027-10-01,410,691,324,367,0,55.21,17888.04,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0533,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,20mg,28s,BN46261,2026-03-04,2028-02-10,542,220,74,146,0,14.82,1096.68,0,Apex Global Health,Shelf A-1,Safe,Optimal
MED-0534,Lipitor,Atorvastatin,Pfizer,Cardiovascular,Tablet,40mg,30s,BN37076,2026-12-20,2028-05-31,653,377,77,300,0,80.32,6184.64,0,Apex Global Health,Shelf C-1,Safe,Optimal
MED-0535,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN50812,2026-01-25,2027-10-28,437,554,30,524,0,13.23,396.9,0,BioCare Logistics,Cold Storage 1,Safe,Low Stock
MED-0536,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,10s,BN21287,2025-05-23,2027-05-18,274,710,461,249,0,53.35,24594.35,0,Apex Global Health,Shelf B-1,Safe,Overstocked
MED-0537,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,20mg,28s,BN84421,2025-03-20,2026-11-14,89,199,78,121,0,28.11,2192.58,2192.58,BioCare Logistics,Shelf B-2,Near Expiry (31-90 Days),Optimal
MED-0538,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN90863,2026-05-07,2027-11-23,463,287,184,103,0,78.17,14383.28,0,Apex Global Health,Cold Storage 2,Safe,Overstocked
MED-0539,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,100mcg,90s,BN18567,2026-03-10,2027-11-10,450,572,438,134,0,16.59,7266.42,0,Apex Global Health,Shelf C-1,Safe,Overstocked
MED-0540,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN63174,2025-09-20,2027-03-05,200,669,77,592,0,67.88,5226.76,0,OmniPharma Ltd.,Shelf B-2,Safe,Low Stock
MED-0541,Singulair,Montelukast,Organon,Respiratory,Tablet,10mg,28s,BN41270,2027-03-11,2028-05-30,652,593,201,392,0,7.95,1597.95,0,Medix Wholesale,Narcotics Safe,Safe,Optimal
MED-0542,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,500mg,14s,BN84345,2026-06-06,2028-05-26,648,341,93,248,0,57.17,5316.81,0,PharmaLink Distribution,Narcotics Safe,Safe,Optimal
MED-0543,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,150ml,BN87616,2026-01-04,2027-10-15,424,199,118,81,0,17.03,2009.54,0,BioCare Logistics,Cold Storage 1,Safe,Optimal
MED-0544,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN52914,2025-12-02,2027-01-17,153,322,214,108,0,13.96,2987.44,0,OmniPharma Ltd.,Narcotics Safe,Safe,Overstocked
MED-0545,Lipitor,Atorvastatin,Pfizer,Cardiovascular,Tablet,10mg,30s,BN69372,2026-02-08,2027-12-20,490,691,462,229,0,18.64,8611.68,0,Apex Global Health,Shelf B-1,Safe,Overstocked
MED-0546,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,500mg,14s,BN55123,2027-07-01,2028-07-04,687,726,527,199,0,35.85,18892.95,0,Medix Wholesale,Shelf B-1,Safe,Overstocked
MED-0547,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,20s,BN10110,2026-09-23,2027-11-18,458,981,293,688,0,73.92,21658.56,0,Medix Wholesale,Shelf B-2,Safe,Optimal
MED-0548,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,300ml,BN60173,2026-05-01,2028-02-04,536,316,174,142,0,16.81,2924.94,0,Medix Wholesale,Cold Storage 1,Safe,Optimal
MED-0549,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,500mg,14s,BN64687,2025-09-07,2026-11-10,85,237,21,216,0,8.42,176.82,176.82,PharmaLink Distribution,Shelf A-2,Near Expiry (31-90 Days),Low Stock
MED-0550,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN21097,2025-02-18,2026-10-09,53,907,455,452,0,53.92,24533.6,24533.6,BioCare Logistics,Shelf C-1,Near Expiry (31-90 Days),Optimal
MED-0551,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,20mg,30s,BN60425,2025-10-20,2027-05-25,281,719,12,707,0,50.18,602.16,0,Medix Wholesale,Narcotics Safe,Safe,Low Stock
MED-0552,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,10mg,30s,BN81587,2025-12-01,2026-12-20,125,681,499,182,0,60.65,30264.35,0,PharmaLink Distribution,Shelf C-1,Safe,Overstocked
MED-0553,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN78997,2026-01-03,2027-08-29,377,629,45,584,0,45.68,2055.6,0,OmniPharma Ltd.,Shelf A-1,Safe,Low Stock
MED-0554,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN99662,2027-01-24,2028-07-01,684,727,59,668,0,77.05,4545.95,0,OmniPharma Ltd.,Cold Storage 2,Safe,Low Stock
MED-0555,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,100mcg,100s,BN65183,2026-04-18,2027-09-13,392,271,14,257,0,59.84,837.76,0,OmniPharma Ltd.,Narcotics Safe,Safe,Low Stock
MED-0556,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,100mg,30s,BN92483,2025-07-19,2027-05-08,264,152,89,63,0,84.21,7494.69,0,OmniPharma Ltd.,Shelf A-1,Safe,Optimal
MED-0557,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,100mg,30s,BN26622,2026-04-20,2027-08-27,375,235,162,73,0,25.68,4160.16,0,Apex Global Health,Shelf A-1,Safe,Overstocked
MED-0558,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,10s,BN96396,2026-01-01,2027-05-14,270,901,246,655,0,42.51,10457.46,0,OmniPharma Ltd.,Shelf A-1,Safe,Optimal
MED-0559,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN88059,2025-08-12,2027-04-22,248,870,427,443,0,66.06,28207.62,0,Medix Wholesale,Narcotics Safe,Safe,Optimal
MED-0560,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,50mcg,90s,BN85727,2026-10-08,2027-11-04,444,757,275,482,0,64.83,17828.25,0,PharmaLink Distribution,Shelf A-1,Safe,Optimal
MED-0561,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,48s,BN72420,2027-01-16,2028-05-14,636,488,354,134,0,60.71,21491.34,0,BioCare Logistics,Shelf B-1,Safe,Overstocked
MED-0562,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN47852,2026-08-07,2028-02-18,550,794,328,466,0,81.85,26846.8,0,PharmaLink Distribution,Shelf A-1,Safe,Optimal
MED-0563,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,500mg,14s,BN90017,2026-03-04,2027-08-22,370,376,141,235,0,68.69,9685.29,0,Apex Global Health,Narcotics Safe,Safe,Optimal
MED-0564,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,500mg,14s,BN98511,2027-04-03,2028-07-10,693,632,177,455,0,58.41,10338.57,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0565,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,10s,BN18906,2024-06-20,2026-03-15,-155,206,67,139,67,31.5,2110.5,2110.5,Apex Global Health,Shelf B-1,Expired,Optimal
MED-0566,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,20mg,14s,BN91185,2024-08-18,2026-07-20,-28,955,121,834,121,80.92,9791.32,9791.32,PharmaLink Distribution,Narcotics Safe,Expired,Low Stock
MED-0567,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,10s,BN59277,2027-03-16,2028-06-17,670,213,52,161,0,23.4,1216.8,0,BioCare Logistics,Narcotics Safe,Safe,Optimal
MED-0568,Glucophage,Metformin,Merck,Antidiabetic,Tablet,1000mg,100s,BN46226,2026-06-04,2027-10-13,422,265,204,61,0,8.6,1754.4,0,PharmaLink Distribution,Shelf B-2,Safe,Overstocked
MED-0569,Singulair,Montelukast,Organon,Respiratory,Tablet,5mg,28s,BN43847,2026-05-15,2027-08-14,362,551,40,511,0,43.07,1722.8,0,Medix Wholesale,Shelf C-1,Safe,Low Stock
MED-0570,Singulair,Montelukast,Organon,Respiratory,Tablet,4mg,28s,BN24212,2025-06-22,2026-10-11,55,728,349,379,0,11.27,3933.23,3933.23,BioCare Logistics,Narcotics Safe,Near Expiry (31-90 Days),Optimal
MED-0571,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,625mg,14s,BN19557,2024-09-07,2026-04-23,-116,119,41,78,41,14.78,605.98,605.98,PharmaLink Distribution,Shelf A-1,Expired,Optimal
MED-0572,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,12s,BN29871,2026-03-02,2027-12-21,491,103,70,33,0,60.88,4261.6,0,BioCare Logistics,Shelf B-2,Safe,Overstocked
MED-0573,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,10mg,30s,BN80795,2024-10-18,2026-10-05,49,937,513,424,0,12.5,6412.5,6412.5,OmniPharma Ltd.,Shelf B-1,Near Expiry (31-90 Days),Optimal
MED-0574,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN17234,2025-08-13,2027-02-16,183,647,353,294,0,9.14,3226.42,0,BioCare Logistics,Shelf B-1,Safe,Optimal
MED-0575,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN82676,2024-06-23,2026-05-27,-82,295,48,247,48,59.91,2875.68,2875.68,PharmaLink Distribution,Narcotics Safe,Expired,Optimal
MED-0576,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,300ml,BN21123,2026-11-02,2028-02-07,539,243,14,229,0,18.43,258.02,0,OmniPharma Ltd.,Cold Storage 1,Safe,Low Stock
MED-0577,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN80851,2026-07-12,2028-04-10,602,954,465,489,0,82.24,38241.6,0,PharmaLink Distribution,Shelf A-1,Safe,Optimal
MED-0578,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN15611,2025-07-21,2027-06-20,307,783,540,243,0,40.32,21772.8,0,OmniPharma Ltd.,Shelf A-2,Safe,Overstocked
MED-0579,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN14833,2026-05-01,2028-03-30,591,119,65,54,0,77.34,5027.1,0,OmniPharma Ltd.,Shelf A-1,Safe,Optimal
MED-0580,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN32577,2026-08-08,2027-09-26,405,567,317,250,0,16.58,5255.86,0,OmniPharma Ltd.,Shelf A-1,Safe,Optimal
MED-0581,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,10s,BN18271,2026-08-07,2028-01-26,527,930,699,231,0,35.67,24933.33,0,PharmaLink Distribution,Narcotics Safe,Safe,Overstocked
MED-0582,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN37948,2027-04-19,2028-07-15,698,443,37,406,0,12.46,461.02,0,Medix Wholesale,Shelf B-2,Safe,Low Stock
MED-0583,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,24s,BN67496,2025-10-10,2026-10-30,74,236,32,204,0,67.76,2168.32,2168.32,OmniPharma Ltd.,Shelf B-2,Near Expiry (31-90 Days),Low Stock
MED-0584,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,200mg,48s,BN20580,2025-02-18,2026-04-04,-135,823,313,510,313,75.67,23684.71,23684.71,BioCare Logistics,Narcotics Safe,Expired,Optimal
MED-0585,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN28754,2026-09-17,2028-05-04,626,521,127,394,0,79.89,10146.03,0,OmniPharma Ltd.,Narcotics Safe,Safe,Optimal
MED-0586,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,250mg,100s,BN90222,2026-03-26,2027-09-20,399,528,7,521,0,48.51,339.57,0,Medix Wholesale,Shelf A-1,Safe,Low Stock
MED-0587,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN80742,2026-04-20,2028-03-05,566,775,218,557,0,25.31,5517.58,0,Medix Wholesale,Shelf A-1,Safe,Optimal
MED-0588,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,100s,BN33111,2025-07-26,2026-08-22,5,760,206,554,0,26.02,5360.12,5360.12,BioCare Logistics,Shelf B-1,Critical (<30 Days),Optimal
MED-0589,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN23686,2027-02-19,2028-05-19,641,261,206,55,0,4.9,1009.4,0,OmniPharma Ltd.,Shelf A-1,Safe,Overstocked
MED-0590,Glucophage,Metformin,Merck,Antidiabetic,Tablet,500mg,100s,BN87687,2026-10-10,2028-01-19,520,865,338,527,0,21.48,7260.24,0,PharmaLink Distribution,Shelf B-1,Safe,Optimal
MED-0591,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN64079,2026-08-15,2027-12-05,475,175,125,50,0,50.77,6346.25,0,PharmaLink Distribution,Cold Storage 1,Safe,Overstocked
MED-0592,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,40mg,14s,BN60768,2026-11-20,2028-02-27,559,747,372,375,0,82.98,30868.56,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0593,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN46779,2025-02-23,2026-10-15,59,528,107,421,0,65.23,6979.61,6979.61,Medix Wholesale,Shelf B-1,Near Expiry (31-90 Days),Optimal
